Индекс,Город,Широта,Долгота,Население
142280,Протвино,54.8706614,37.2183307,37308
141200,Пушкино,56.0104548,37.8471438,102840
142290,Пущино,54.832521,37.6210428,20263
140100,Раменское,55.549529,38.273015,96355
143960,Реутов,55.758236,37.8619443,87195
140730,Рошаль,55.6632504,39.8655434,21265
143100,Руза,55.7015302,36.1960043,13495
141300,Сергиев Посад,56.3063411,38.1502568,110878
142200,Серпухов,54.9225396,37.4032682,126496
141501,Солнечногорск,56.2148655,37.0967653,52996
142450,Старая Купавна,55.8038411,38.1426144,21859
142800,Ступино,54.9238403,38.1186976,66942
141900,Талдом,56.7308993,37.5276414,13819
141190,Фрязино,55.9590154,38.0409171,55449
141400,Химки,55.8886705,37.4304154,207125
141370,Хотьково,56.2515725,37.9395225,21612
142432,Черноголовка,56.0100909,38.3792328,20986
142300,Чехов,55.1507175,37.4532591,60677
140700,Шатура,55.5777942,39.5443781,32836
141100,Щелково,55.9234303,37.9784419,110380
142530,Электрогорск,55.8778573,38.7805239,22120
144000,Электросталь,55.7847718,38.4446531,155324
142455,Электроугли,55.7170329,38.2194049,20120
141840,Яхрома,56.2889858,37.4831016,13248
184200,Апатиты,67.5678295,33.4067218,59690
184670,Гаджиево,69.2490009,33.3152445,11089
184310,Заозерск,69.4003895,32.4502225,11206
184430,Заполярный,69.413232,30.7985332,15835
184042,Кандалакша,67.1567298,32.4142303,35659
184250,Кировск,67.6150979,33.6637196,28659
184144,Ковдор,67.5661466,30.4742082,18836
184380,Кола,68.8785079,33.0262014,10447
184505,Мончегорск,67.9385206,32.9358886,45381
183000,Мурманск,69.0076958,33.0686019,307664
184530,Оленегорск,68.1422068,33.2670094,23079
184640,Островной,68.0509133,39.5076034,2177
184230,Полярные Зори,67.3730192,32.497541,15106
184650,Полярный,69.1988373,33.4509985,17304
184601,Североморск,69.0765029,33.4178354,50076
184682,Снежногорск,69.1921469,33.2382821,12698
166000,Нарьян-Мар,67.6381525,53.0069336,21296
607220,Арзамас,55.3947544,43.8407855,106367
606407,Балахна,56.4949932,43.5758953,51526
607600,Богородск,56.1019905,43.513678,25497
606440,Бор,56.3565179,44.0644851,78079
606860,Ветлуга,57.8558395,45.7762692,8956
606072,Володарск,56.2168974,43.1597623,9924
606120,Ворсма,55.9900425,43.2719879,11622
607060,Выкса,55.3207103,42.1679169,56196
606125,Горбатов,56.1307901,43.0626829,2278
606500,Городец,56.6447459,43.4722975,30699
606000,Дзержинск,56.2376438,43.4599363,240762
606520,Заволжье,56.6404237,43.3871565,40265
606340,Княгинино,55.8205157,45.0322947,6708
607650,Кстово,56.1433353,44.1665081,66641
607010,Кулебаки,55.429716,42.512483,35762
607800,Лукоянов,55.0327349,44.4933829,14949
606210,Лысково,56.0262298,45.0356702,21882
607100,Навашино,55.5439105,42.1887734,16413
603000,Нижний Новгород,56.3242093,44.0053948,1250615
606100,Павлово,55.9797995,43.0996232,60699
607751,Первомайск,54.8676182,43.8012829,14567
607400,Перевоз,55.596904,44.5450268,9201
607180,Саров,54.9227002,43.3447792,92073
606605,Семенов,56.788935,44.4903571,24472
607510,Сергач,55.5200364,45.4813193,21387
606803,Урень,57.4612547,45.783394,12311
606540,Чкаловск,56.7651549,43.2420193,12371
606910,Шахунья,57.6764773,46.6129673,21337
174400,Боровичи,58.3839866,33.9176761,54731
175400,Валдай,57.9822906,33.2369492,16099
173000,Великий Новгород,58.5214003,31.2755051,218724
174260,Малая Вишера,58.8458076,32.2247984,12461
174350,Окуловка,58.3908717,33.2902474,12464
174510,Пестово,58.5973944,35.8144523,15911
175040,Сольцы,58.1201693,30.309285,10317
175200,Старая Русса,57.9906873,31.3555076,32235
175270,Холм,57.1451036,31.1787812,3829
174210,Чудово,59.1247477,31.6865406,16148
632330,Барабинск,55.3515917,78.3465012,30250
633000,Бердск,54.7582375,83.1072212,98809
633340,Болотное,55.6693773,84.3906599,16969
633203,Искитим,54.6266869,83.2951444,60072
632860,Карасук,53.7343772,78.042457,28929
632400,Каргат,55.1943829,80.2831324,10620
632380,Куйбышев,55.4684104,78.3241042,47278
632730,Купино,54.3660317,77.2972969,15448
630000,Новосибирск,55.0281016,82.9210575,1498921
633100,Обь,54.9945882,82.6937925,26137
632120,Татарск,55.2145894,75.9740805,26114
633450,Тогучин,55.2250038,84.4103867,21531
633520,Черепаново,54.2206974,83.3724392,19346
632550,Чулым,55.0906205,80.9592152,11964
646020,Исилькуль,54.9096156,71.2816107,25905
646900,Калачинск,55.0598547,74.5655075,24000
646100,Называевск,55.5688811,71.3502572,12119
644000,Омск,54.9848136,73.3674638,1154000
646530,Тара,56.9159171,74.3649643,26664
646330,Тюкалинск,55.8705121,72.1956156,12050
461743,Абдулино,53.6778096,53.6473115,20663
461630,Бугуруслан,53.6522636,52.4326166,52249
461040,Бузулук,52.7881434,52.2623757,82816
462631,Гай,51.4649138,58.4436189,38302
462240,Кувандык,51.4784845,57.3612029,26176
462271,Медногорск,51.4039421,57.5832185,27253
462351,Новотроицк,51.1965071,58.3017455,97914
460000,Оренбург,51.7875191,55.1017379,570329
462400,Орск,51.2293069,58.4751889,238006
461504,Соль-Илецк,51.1634976,54.9895391,26308
461900,Сорочинск,52.4265081,53.1542123,30136
462780,Ясный,51.0369499,59.8743256,16082
303140,Болхов,53.4440204,36.0076969,11421
303240,Дмитровск,52.5053481,35.141535,5956
303850,Ливны,52.4285122,37.603944,50430
303370,Малоархангельск,52.4001151,36.5037931,3872
303030,Мценск,53.2790021,36.574992,43216
303500,Новосиль,52.9747225,37.0438402,3799
302000,Орёл,52.9672573,36.0696479,317854
442250,Белинский,52.9641169,43.4185003,8567
442310,Городище,53.2727888,45.702731,8102
442960,Заречный,53.1961009,45.1691502,63579
442240,Каменка,53.1855474,44.0468501,39579
442530,Кузнецк,53.1131686,46.6052497,88886
442150,Нижний Ломов,53.5301274,43.6729216,22678
442317,Никольск,53.7138397,46.079962,22471
440000,Пенза,53.1753884,45.0347408,519592
442890,Сердобск,52.4697532,44.2122688,35393
442600,Спасск,53.927163,43.1860475,7442
442300,Сурск,53.0760597,45.6911897,7032
618320,Александровск,59.1613773,57.5764851,15022
618400,Березники,59.4079898,56.8040725,156350
617119,Верещагино,58.0797908,54.6580948,22760
618820,Горнозаводск,58.3743406,58.3230329,12334
618270,Гремячинск,58.5625603,57.8520073,11005
618250,Губаха,58.837024,57.5544441,27544
618730,Добрянка,58.4696353,56.4131294,35720
618350,Кизел,59.0511764,57.6471214,20277
618590,Красновишерск,60.3902242,57.0537244,17129
617060,Краснокамск,58.0820946,55.7479797,52632
619000,Кудымкар,59.0168605,54.6573459,30711
617470,Кунгур,57.4283217,56.9437787,67857
618900,Лысьва,58.0995987,57.8085728,67712
617000,Нытва,57.9337429,55.3357261,19041
618120,Оса,57.2889992,55.4688982,22420
618100,Оханск,57.7178946,55.387153,7597
617140,Очер,57.8851991,54.7161756,15003
614000,Пермь,58.0103211,56.2341778,1000679
618541,Соликамск,59.6483518,56.7710358,97239
618460,Усолье,59.4279356,56.6837783,5694
617760,Чайковский,56.7780203,54.1478482,82933
618601,Чердынь,60.4011184,56.4801391,4920
617040,Чермоз,58.7842527,56.1507562,4017
617830,Чернушка,56.5161079,56.0763919,33275
618200,Чусовой,58.2974725,57.8193122,46740
692330,Арсеньев,44.16208,133.269622,56742
692486,Артем,43.350053,132.1596594,102636
692801,Большой Камень,43.1112737,132.3480354,39257
690000,Владивосток,43.1163807,131.882348,592069
692437,Дальнегорск,44.5539909,135.5662536,37503
692130,Дальнереченск,45.9307882,133.7316542,27601
692031,Лесозаводск,45.4780192,133.4185501,36975
692900,Находка,42.8240404,132.8927812,159695
692851,Партизанск,43.1279833,133.1264754,38648
692230,Спасск-Дальний,44.5900929,132.8157564,44166
692500,Уссурийск,43.79726,131.9517262,157946
692880,Фокино,42.9707163,132.4110209,23683
182100,Великие Луки,56.3321847,30.550757,98778
181600,Гдов,58.7432585,27.8263328,4379
182670,Дно,57.8269802,29.9629569,9061
182500,Невель,56.0201544,29.9240505,16324
182440,Новоржев,57.0298332,29.343333,3695
182200,Новосокольники,56.3407627,30.1527712,8119
182333,Опочка,56.7107956,28.6717455,11601
181353,Остров,57.3452408,28.3437107,21670
181502,Печоры,57.8146689,27.6222823,12308
182620,Порхов,57.7764223,29.5436424,10608
180000,Псков,57.819284,28.3318188,203974
182300,Пустошка,56.3375131,29.3668243,4619
181410,Пыталово,57.0637109,27.9234759,5826
182250,Себеж,56.2907663,28.4725735,6375
346780,Азов,47.1120631,39.4232597,82882
346720,Аксай,47.2676075,39.8755485,41984
346880,Батайск,47.138321,39.7508382,112400
347040,Белая Калитва,48.176948,40.8033169,43688
347360,Волгодонск,47.5165181,42.1984531,170621
347870,Гуково,48.0449422,39.9484635,67268
346330,Донецк,48.3350928,39.9460654,50085
346310,Зверево,48.043451,40.1264948,22416
347740,Зерноград,46.8494991,40.312765,26850
347800,Каменск-Шахтинский,48.3204412,40.268874,95306
347250,Константиновск,47.5773456,41.0967362,17926
346350,Красный Сулин,47.8830826,40.0781385,40866
346130,Миллерово,48.925821,40.3983302,36493
347210,Морозовск,48.3511724,41.8308006,27644
346400,Новочеркасск,47.4119248,40.1042066,169039
346900,Новошахтинск,47.7576522,39.9364709,111087
347540,Пролетарск,46.7038968,41.7274533,20267
344000,Ростов-на-Дону,47.2224364,39.7187866,1091544
347630,Сальск,46.4751689,41.5412229,61312
346630,Семикаракорск,47.5177981,40.811585,23884
347900,Таганрог,47.2094907,38.935154,257692
347320,Цимлянск,47.6477668,42.093022,15029
346500,Шахты,47.7084247,40.2159154,240152
391300,Касимов,54.9373788,41.3912912,33494
391200,Кораблино,53.9245422,40.0227867,12657
391710,Михайлов,54.2296493,39.0090857,11783
391160,Новомичуринск,54.0377979,39.7467023,19309
391110,Рыбное,54.7255937,39.513438,18378
391960,Ряжск,53.7067718,40.0521358,21676
390000,Рязань,54.625457,39.7359992,525062
391430,Сасово,54.350807,41.9117458,28117
391800,Скопин,53.8236028,39.5493286,30374
391030,Спас-Клепики,55.1291472,40.1745036,5917
391050,Спасск-Рязанский,54.4071497,40.3764367,7745
391550,Шацк,54.0288845,41.7182108,6562
445350,Жигулевск,53.4011545,49.494529,57565
446430,Кинель,53.2209985,50.6343039,34472
446600,Нефтегорск,52.797259,51.1637126,18732
446200,Новокуйбышевск,53.0995303,49.9477662,108449
445240,Октябрьск,53.1640886,48.6707463,27244
446300,Отрадный,53.3800609,51.3438695,47709
446450,Похвистнево,53.6498197,52.1235517,28181
443000,Самара,53.1951657,50.1067691,1164900
446000,Сызрань,53.1557213,48.4745419,178773
445000,Тольятти,53.5206438,49.389461,719484
446100,Чапаевск,52.9289662,49.8674222,72689
190000,Санкт-петербург,59.939125,30.3158225,4848742
412210,Аркадак,51.9387813,43.4997558,12846
412420,Аткарск,51.8736331,45.0003199,25620
413840,Балаково,52.0222694,47.7828146,199576
412300,Балашов,51.5389502,43.1839828,82222
412900,Вольск,52.0459932,47.3873504,66520
413500,Ершов,51.3508407,48.2763313,21447
412480,Калининск,51.4992917,44.4710177,16442
412800,Красноармейск,51.0236026,45.695141,24362
413230,Красный Кут,50.9596867,46.9712472,14420
413075,Маркс,51.7133973,46.7400684,31535
413360,Новоузенск,50.4551744,48.1412622,17015
412540,Петровск,52.3093782,45.3851649,31158
413720,Пугачев,52.0158464,48.7972652,41705
412030,Ртищево,52.2616298,43.7842399,41295
410000,Саратов,51.530376,45.9530257,836900
412780,Хвалынск,52.4950057,48.1045147,13199
412950,Шиханы,52.1148241,47.2022928,6067
413100,Энгельс,51.4854893,46.1267479,202838
694420,Александровск-Сахалинский,50.8973664,142.1579322,10613
694030,Анива,46.7132526,142.5265052,8449
694051,Долинск,47.3255903,142.7945985,12200
694020,Корсаков,46.6323995,142.7994094,33526
694530,Курильск,45.2271915,147.8796713,2070
694140,Макаров,48.6236287,142.7803508,6788
694740,Невельск,46.6527314,141.8631741,11682
694490,Оха,53.5868238,142.941221,23007
694240,Поронайск,49.2387983,143.1007104,16461
694550,Северо-Курильск,50.6731056,156.1280722,2381
694820,Томари,47.7619957,142.061508,4537
694920,Углегорск,49.0816311,142.0693033,11880
694620,Холмск,47.0408637,142.0416619,30936
693000,Южно-Сахалинск,46.959133,142.7381252,181727
624600,Алапаевск,57.8475542,61.6693934,38198
624000,Арамиль,56.6945341,60.8343825,14227
623780,Артемовский,57.3384162,61.8946599,32878
624260,Асбест,57.0052428,61.4581071,70067
623700,Березовский,56.9096284,60.8180256,51583
623530,Богданович,56.7764419,62.0463692,31752
624160,Верхний Тагил,57.3762768,59.9516521,11843
624090,Верхняя Пышма,56.9757833,60.564885,58707
624760,Верхняя Салда,58.0466039,60.5560397,46240
624320,Верхняя Тура,58.3643839,59.8266854,9468
624380,Верхотурье,58.8621145,60.8104543,8815
624940,Волчанск,59.9350515,60.0797964,10008
623270,Дегтярск,56.7048199,60.0792227,15521
620000,Екатеринбург,56.8386326,60.6054887,1377738
624250,Заречный,56.8103345,61.3380592,26803
624590,Ивдель,60.6944353,60.4244661,17764
623850,Ирбит,57.6838406,63.0576639,38352
623400,Каменск-Уральский,56.4149095,61.9189837,174710
624860,Камышлов,56.8465469,62.7120432,26875
624930,Карпинск,59.7664444,60.0011798,29118
624350,Качканар,58.7051759,59.4840198,42563
624140,Кировград,57.4298451,60.0623588,21959
624440,Краснотурьинск,59.7636934,60.1934451,59701
624330,Красноуральск,58.3486334,60.0409011,24973
623300,Красноуфимск,56.6122864,57.7636958,80457
624300,Кушва,58.2825406,59.7646113,33027
624200,Лесной,58.634981,59.7980528,52464
623080,Михайловск,56.4369736,59.113865,9215
624191,Невьянск,57.491233,60.2181839,25147
623090,Нижние Серги,56.6544606,59.2952291,11217
622000,Нижний Тагил,57.9101038,59.9813242,361883
624740,Нижняя Салда,58.0749243,60.7026555,17969
624220,Нижняя Тура,58.6310942,59.8521265,21596
624400,Новая Ляля,59.053961,60.5945405,12400
624130,Новоуральск,57.2471507,60.095701,91813
623100,Первоуральск,56.9081665,59.9429205,149800
623382,Полевской,56.4958085,60.2366314,64316
623280,Ревда,56.79869,59.9071464,61713
623750,Реж,57.3717914,61.3833223,38709
624480,Североуральск,60.1533333,59.9525274,29279
624980,Серов,59.6048651,60.5752136,99381
624070,Среднеуральск,56.991883,60.4771953,20357
624800,Сухой Лог,56.9075938,62.0358708,34836
624021,Сысерть,56.50052,60.8190708,20594
623950,Тавда,58.0434196,65.2743232,35421
623640,Талица,57.0123359,63.7322467,18339
623900,Туринск,58.0394258,63.698142,17990
299703,Инкерман,44.6135153,33.6100739,11526
299001,Севастополь,44.6167334,33.5253552,344479
363240,Алагир,43.0416151,44.2198622,20949
363330,Ардон,43.1756719,44.2955701,18774
363020,Беслан,43.1937634,44.5338746,36724
362000,Владикавказ,43.0205039,44.6819383,311635
363410,Дигора,43.1567386,44.1551132,10856
363750,Моздок,43.7471209,44.6571456,38748
216290,Велиж,55.6058845,31.1857376,7620
215110,Вязьма,55.2115563,34.2951196,57103
215010,Гагарин,55.5526532,34.9949049,31721
216240,Демидов,55.2682611,31.5062078,7333
216400,Десногорск,54.1465117,33.2834063,29677
215710,Дорогобуж,54.9137794,33.3024596,10720
216200,Духовщина,55.1950509,32.4012351,4370
216330,Ельня,54.5836832,33.1749566,10095
216450,Починок,54.4063031,32.4397914,8776
216500,Рославль,53.9449601,32.8479617,54898
216790,Рудня,54.9441357,31.0794758,10029
215500,Сафоново,55.1199868,33.233799,46116
214000,Смоленск,54.7867168,31.8153366,326863
215279,Сычевка,55.8307397,34.277868,8111
215800,Ярцево,55.0564933,32.6902457,47853
356420,Благодарный,45.0990834,43.4307042,32736
356800,Буденновск,44.7814437,44.1650859,64628
357820,Георгиевск,44.1486421,43.4739718,72126
357600,Ессентуки,44.044461,42.8589078,100969
357400,Железноводск,44.1320689,43.0306475,24496
357910,Зеленокумск,44.403359,43.8841326,35790
356140,Изобильный,45.3684342,41.7086448,40546
356630,Ипатово,45.7181897,42.8969695,26055
357700,Кисловодск,43.905235,42.7167187,128502
357340,Лермонтов,44.1052526,42.9731433,22540
357200,Минеральные Воды,44.2088942,43.1383482,76715
356240,Михайловск,45.1296297,42.028787,71018
357100,Невинномысск,44.6227404,41.9476147,118351
356880,Нефтекумск,44.7544866,44.9865041,27700
356000,Новоалександровск,45.4933561,41.2154482,26759
357300,Новопавловск,43.9617565,43.6342855,26556
357500,Пятигорск,44.0411669,43.0661091,142397
356530,Светлоград,45.3284769,42.8566923,38520
355000,Ставрополь,45.0445439,41.9690168,398266
393670,Жердевка,51.8421783,41.4617407,15211
393360,Кирсанов,52.650594,42.7284872,17240
393190,Котовск,52.592393,41.5102486,31851
393760,Мичуринск,52.891294,40.510475,98758
393950,Моршанск,53.4436469,41.8115687,41550
392000,Рассказово,52.6537517,41.8743779,45484
392000,Тамбов,52.7213021,41.452258,280457
393460,Уварово,51.9768835,42.2529568,26829
422230,Агрыз,56.5232645,52.994257,19299
423330,Азнакаево,54.8599054,53.0745505,34859
423403,Альметьевск,54.9013662,52.2970654,146309
422000,Арск,56.0913636,49.8770441,18114
423930,Бавлы,54.4063588,53.2457946,22109
422840,Болгар,54.9748862,49.0302977,8650
423230,Бугульма,54.5363428,52.7895286,89144
422430,Буинск,54.9641106,48.2900576,20342
423600,Елабуга,55.7566727,52.0544438,70750
423520,Заинск,55.2988854,52.0063634,41798
422521,Зеленодольск,55.8466751,48.5010882,97651
420500,Иннополис,55.7521544,48.7446161,866
420000,Казань,55.7943877,49.1115312,1216965
422610,Лаишево,55.4042646,49.5498201,7735
423250,Лениногорск,54.5966917,52.4432118,64145
422190,Мамадыш,55.7149876,51.4128614,14432
423650,Менделеевск,55.8950646,52.3144177,22075
423700,Мензелинск,55.7270908,53.1005321,16474
423800,Набережные Челны,55.7436475,52.3958739,513242
423570,Нижнекамск,55.6311963,51.814407,234108
423040,Нурлат,54.4281578,50.8050431,32600
422370,Тетюши,54.936575,48.8314915,11596
422951,Чистополь,55.3699372,50.628495,60703
172800,Андреаполь,56.6507072,32.2621196,8265
171980,Бежецк,57.7861144,36.6903445,24517
172530,Белый,55.8337663,32.9388976,3771
171070,Бологое,57.885655,34.0536895,23499
171720,Весьегонск,58.6584004,37.2568605,7330
171150,Вышний Волочек,57.5683326,34.5402931,52326
172610,Западная Двина,56.2568002,32.0805972,9376
172332,Зубцов,56.1760709,34.5825504,6937
171571,Калязин,57.2579471,37.7821253,13870
171640,Кашин,57.3600486,37.6118674,16174
171500,Кимры,56.873359,37.3557064,49623
171250,Конаково,56.7275533,36.8011699,41303
171660,Красный Холм,58.0570193,37.1125975,5608
172110,Кувшиново,57.0263733,34.1676435,10008
171210,Лихославль,57.122256,35.4667886,12259
172520,Нелидово,56.2232417,32.7766656,22886
172730,Осташков,57.1457205,33.1116707,18073
172380,Ржев,56.2629393,34.3291178,62026
171360,Старица,56.514955,34.9335145,8610
170000,Тверь,56.8585396,35.9117898,403726
172000,Торжок,57.0412804,34.9600691,47702
172840,Торопец,56.5011791,31.6354366,13018
171841,Удомля,57.8787885,35.016716,31048
636840,Асино,56.9908444,86.1765724,25614
636615,Кедровый,57.5618465,79.5678914,2451
636460,Колпашево,58.3114716,82.9027528,24126
636000,Северск,56.6031143,84.8809687,108466
636780,Стрежевой,60.7328199,77.6040323,42216
634000,Томск,56.4847036,84.9481737,522940
301352,Алексин,54.5083788,37.047891,61738
301530,Белев,53.8113348,36.1383153,13918
301830,Богородицк,53.7700516,38.1225308,31897
301280,Болохово,54.0820644,37.826844,9619
301320,Венев,54.3542431,38.2642325,15220
301760,Донской,53.9679582,38.3372104,64561
301840,Ефремов,53.1465725,38.0922412,42350
301720,Кимовск,53.9698378,38.5380267,28493
301260,Киреевск,53.9321173,37.9220791,25585
301264,Липки,53.9418109,37.7019452,8741
301650,Новомосковск,54.0109754,38.2915652,131227
301470,Плавск,53.7095993,37.2863144,16248
301205,Советск,53.9337099,37.6315517,7537
301430,Суворов,54.1345367,36.4806933,18975
300000,Тула,54.192017,37.6153885,501129
301600,Узловая,53.9731407,38.1763104,55282
301414,Чекалин,54.0985105,36.2474377,994
301240,Щекино,54.0020749,37.517686,58154
301030,Ясногорск,54.4795178,37.689669,16804
668050,Ак-Довурак,51.1785658,90.5984511,13469
667000,Кызыл,51.7191542,94.4377234,109906
668510,Туран,52.144932,93.9172495,4988
668110,Чадан,51.2844482,91.5789135,9037
668210,Шагонар,51.5347357,92.9199618,10958
627139,Заводоуковск,56.5012193,66.5505094,25657
627705,Ишим,56.0952037,69.4643292,69567
626109,Тобольск,58.2016828,68.2538392,99698
625000,Тюмень,57.1530824,65.5343118,581758
627010,Ялуторовск,56.649167,66.297034,36494
427430,Воткинск,57.0517641,53.9874635,100034
427620,Глазов,58.1359111,52.6634998,95835
426000,Ижевск,56.8527444,53.2113961,628117
427950,Камбарка,56.2659745,54.1934153,11028
427770,Можга,56.4427219,52.2138882,47959
427960,Сарапул,56.4616117,53.8036967,101390
433750,Барыш,53.6534563,47.1180805,17149
433500,Димитровград,54.2168446,49.6261645,122549
433030,Инза,53.8550467,46.3532786,18547
433300,Новоульяновск,54.1447691,48.3911701,16032
433380,Сенгилей,53.9590553,48.7767869,6959
432000,Ульяновск,54.3080674,48.3748717,613793
682640,Амурск,50.2345017,136.8791135,42977
682970,Бикин,46.8186244,134.2551046,17156
682950,Вяземский,47.5354416,134.7553701,14556
681000,Комсомольск-на-Амуре,50.550011,137.0079286,263906
682460,Николаевск-на-Амуре,53.1461943,140.7109642,22773
682800,Советская Гавань,48.9664554,140.2852223,27712
680000,Хабаровск,48.4647991,135.0598811,577668
655750,Абаза,52.6517296,90.0885929,17111
655000,Абакан,53.7223661,91.4437792,165183
655602,Саяногорск,53.1008226,91.4121643,49889
655111,Сорск,54.0001451,90.2595674,12140
655151,Черногорск,53.8258425,91.3259669,72117
628160,Белоярский,63.712181,66.6772357,20283
628481,Когалым,62.2638914,74.4828687,58192
628671,Лангепас,61.2536667,75.1807905,41675
628449,Лянтор,61.6391639,72.1793828,38922
628680,Мегион,61.0318946,76.1024772,49471
628303,Нефтеюганск,61.0882837,72.6164185,123276
628600,Нижневартовск,60.9397379,76.5696206,251860
628180,Нягань,62.1454839,65.3944361,54903
628661,Покачи,61.7421977,75.5942069,17053
628383,Пыть-Ях,60.7585769,72.8366445,41453
628461,Радужный,62.1343067,77.4584346,43394
628240,Советский,61.3706695,63.566863,26434
628400,Сургут,61.2539773,73.3961726,306703
628280,Урай,60.1295842,64.8040117,39435
628000,Ханты-Мансийск,61.0024344,69.0183322,79410
628260,Югорск,61.3124504,63.3364787,34066
456015,Аша,54.9907105,57.2783704,31916
456900,Бакал,54.9406759,58.8051085,20953
457670,Верхнеуральск,53.8760587,59.2169071,9459
456800,Верхний Уфалей,56.0487252,60.231963,30504
456580,Еманжелинск,54.7554084,61.3243985,30218
456200,Златоуст,55.1715695,59.6726264,174985
456140,Карабаш,55.4852076,60.2358959,13151
457353,Карталы,53.0536101,60.647712,29136
456833,Касли,55.8868045,60.7422529,16998
456110,Катав-Ивановск,54.7520187,58.1983706,17640
456600,Копейск,55.1167545,61.6180809,137604
456550,Коркино,54.8903023,61.4034541,38950
456940,Куса,55.3385156,59.4386474,18792
456870,Кыштым,55.7060048,60.5563271,38950
455000,Магнитогорск,53.4071891,58.9791432,408401
456300,Миасс,55.0455774,60.1077757,151812
456007,Миньяр,55.0709601,57.5484435,10195
456971,Нязепетровск,56.0537199,59.6096791,12452
456780,Озерск,55.7631922,60.7076337,82268
457020,Пласт,54.3691832,60.8152305,17344
456913,Сатка,55.0404497,59.0288153,45465
456020,Сим,54.9906584,57.6899045,14465
456770,Снежинск,56.085232,60.7324989,48896
456080,Трехгорный,54.8178174,58.4465039,33678
457100,Троицк,54.0844132,61.5585503,78637
456040,Усть-Катав,54.9261323,58.1528067,23586
456439,Чебаркуль,54.9819329,60.3773305,43405
454000,Челябинск,55.1603659,61.4007858,1130273
457040,Южноуральск,54.4490124,61.2581869,37890
456120,Юрюзань,54.8546372,58.4227116,12568
366281,Аргун,43.2918071,45.8724383,29528
364000,Грозный,43.3179243,45.6981102,271596
366200,Гудермес,43.3519164,46.1036052,45643
366500,Урус-мартан,43.1276072,45.5406838,49071
366300,Шали,43.148776,45.9009577,47715
429820,Алатырь,54.8398179,46.5721423,38202
429330,Канаш,55.5069543,47.4917734,45608
429430,Козловка,55.8406526,48.2579372,10355
429570,Мариинский Посад,56.111968,47.7142676,10186
429950,Новочебоксарск,56.109486,47.4791429,124094
429900,Цивильск,55.8650132,47.472967,13478
428000,Чебоксары,56.1439378,47.2488718,447929
429120,Шумерля,55.4961795,46.4183534,33412
429060,Ядрин,55.9406826,46.2020765,9614
689000,Анадырь,64.7314347,177.5015752,13053
689450,Билибино,68.0585533,166.4388451,5504
689400,Певек,69.7018051,170.2999194,4161
678900,Алдан,58.6094885,125.3816689,21277
678530,Верхоянск,67.5500865,133.3907829,1311
678200,Вилюйск,63.7517314,121.6272754,10233
678141,Ленск,60.7276036,114.9549103,24955
678170,Мирный,62.5362511,113.9668146,37179
678960,Нерюнгри,56.6600322,124.72031,61746
678450,Нюрба,63.2828775,118.324325,10156
678100,Олекминск,60.3758203,120.406013,9487
678000,Покровск,61.4843538,129.1482195,9495
678790,Среднеколымск,67.4581664,153.7069511,3525
678953,Томмот,58.9586939,126.2875375,8054
678188,Удачный,66.4072367,112.3061653,12611
677000,Якутск,62.0280273,129.7325717,269486
629830,Губкинский,64.4456575,76.4714559,23340
629400,Лабытнанги,66.6592376,66.3882628,26948
629601,Муравленко,63.794188,74.494913,33401
629733,Надым,65.5377514,72.5182746,46550
629300,Новый Уренгой,66.0840036,76.6810032,104144
629800,Ноябрьск,63.201846,75.4509665,110572
629000,Салехард,66.5493568,66.6083994,42494
629850,Тарко-Сале,64.9117649,77.7610204,20372
152240,Гаврилов-Ям,57.3091552,39.8545157,17792
152070,Данилов,58.1859542,40.1796765,15861
152470,Любим,58.3619868,40.6869581,5553
152830,Мышкин,57.7881664,38.4542816,5932
152020,Переславль-Залесский,56.7360435,38.8543064,41923
152850,Пошехонье,58.506328,39.1210034,6085
152150,Ростов,57.2050177,39.4378357,31791
152900,Рыбинск,58.0483802,38.858338,200771
152300,Тутаев,57.8674237,39.5368234,41001
152610,Углич,57.5223866,38.3019793,34505
150000,Ярославль,57.6216145,39.897878,591486
